week,Multiple_Sklerose,Neuraminidase-Hemmer,Kohortenisolierung,Influenza-Schnelltest,Frühsommer-Meningoenzephalitis,Rifttalfieber,Grippe,Liste_der_Krankheiten_des_Atmungssystems_nach_ICD-10,Lassafieber,Allen_Welsh_Dulles
2018-42,0.4489191790979866,-0.07846153846153847,-0.18578398003176766,-0.1627898153321882,-0.04459388475586665,-0.02893924885626132,-0.041412837721562575,0.07695542472666106,-0.09862085364403757,0.032667717638815916
2018-43,0.33536775036228833,-0.13319838056680164,-0.1725096437485818,-0.15794720032008167,-0.03315986855767703,-0.04277050750079797,-0.041412837721562575,0.13582842724978975,0.11724725557801292,-0.010422140479943939
2018-44,0.354455889268745,-0.12267206477732795,-0.19463353755389154,-0.15821623448742092,-0.08508935879112153,-0.048303010958612634,-0.07228532094303908,0.0567703952901598,-0.0872864899140015,0.15037659835347697
2018-45,0.3741764665124637,-0.04688259109311742,-0.12826185613796234,-0.14906907279788634,-0.10438426112556651,-0.022023619533992993,-0.020607468594045796,0.15264928511354078,-0.07595212618396543,0.05421264669819584
2018-46,0.392402189504472,-0.051093117408906895,-0.09286362604946677,-0.1509523119692611,-0.09557054030612867,-0.04415363336525164,-0.027990018929616264,0.11312026913372582,-0.10119684540086393,0.02583639866876862
2018-47,0.30202100167028584,-0.004777327935222681,-0.022067165872475616,-0.14234321861440505,-0.07722847265486617,-0.019257367805085662,-0.032016864567200154,0.23254835996635828,-0.11098561407680417,0.19188999824837977
2018-48,0.18680223549998742,-0.04267206477732795,-0.13711141366008622,-0.15391168780999287,-0.11033947789545692,-0.02617299712735399,-0.04879538805713304,0.15349032800672835,-0.09037768002219315,0.028463829041863734
2018-49,0.13241253849544538,-0.1310931174089069,-0.07958928976628092,-0.14637873112449382,-0.12868154554671943,-0.02617299712735399,-0.034701428325589416,0.16778805719091675,-0.07955851464352236,0.08784375547381329
2018-50,0.1808228184931456,-0.11214574898785426,0.08855230315407306,-0.13104378358615645,-0.15035853458912057,-0.04691988509415897,-0.019936327654448478,0.13582842724978975,-0.1145920025363611,0.006918899982483807
2018-51,0.0670414121802611,-0.114251012145749,-0.013217608350351722,-0.12028241689258637,-0.2249178485481487,-0.056601766145334624,-0.00651350886250217,0.00798990748528175,-0.14395830856418182,-0.021457348046943412
2018-52,-0.16483348001774958,-0.12267206477732795,0.017755842977081906,-0.09633837599939293,-0.2668425746081773,-0.06766677306096394,-0.00047324040612633074,-0.19890664423885618,-0.14550390361827764,-0.015677001226134163
2019-01,0.28425523383265,0.08153846153846153,0.11952575448150668,-0.04952643088236307,-0.12701408485115012,-0.05798489200978829,-0.2930906900705559,0.30067283431455005,-0.08213450640034874,-0.1791031704326502
2019-02,0.30299840637332726,0.06890688259109311,0.05757885182663943,-0.01697329663431357,-0.0355419552656332,0.10660708586019788,0.2176475649630012,0.39234650967199325,-0.0831649031030793,-0.1791031704326502
2019-03,0.40625833852994203,0.2162753036437247,0.11510097572044474,0.011544325103647153,-0.014579592235618909,-0.004042983296095344,0.1914730683187059,0.2796467619848612,0.21101335552649308,-0.1791031704326502
2019-04,0.37020935330600135,0.26469635627530363,0.27881778987973677,0.09037133613404802,-0.06960579518940642,-0.019257367805085662,0.27737910858716225,0.33263246425567705,-0.05637458883208496,-0.1791031704326502
2019-05,0.41867712769799814,0.7804858299595142,0.45580894032221464,0.1476756137773087,-0.0495962668425746,-0.001276731567188014,0.44180863878850457,0.48822539949537425,-0.07852811794079181,-0.1791031704326502
2019-06,0.3806733330679746,0.645748987854251,0.5398797367823917,0.21654836061615723,-0.014817800906414526,-0.027556122991807656,0.6028824642918603,0.5462573591253154,-0.08058891134625291,0.031091259414958848
2019-07,0.32490377060031517,0.23732793522267207,0.34518947129566596,0.14444720376923767,-0.029110321154151544,0.004255771890626647,0.37133884013078644,0.45962994112699745,0.19710300003963066,0.060518479593624115
2019-08,0.3665872064653183,0.21417004048582994,0.177047878375312,0.047056835192428426,-0.023393313055056736,-0.03585487817852965,0.2270435381173636,0.2956265769554247,-0.0007331668846351909,0.037922578385006143
2019-09,0.3228914667999357,-0.021619433198380576,0.039879736782391643,-0.032308244172650935,0.00828844016076032,-0.02893924885626132,0.06664085355360522,0.19049621530698066,-0.07904331629215709,-0.01252408477842003
2019-10,0.2598776106509102,0.026801619433198372,-0.05746539596097119,-0.08719121430985836,0.04116123673055546,-0.013724864347271002,-0.011882636379280694,0.23338940285954585,-0.06770895256212102,0.04527938342967246
2019-11,0.3291008613839637,-0.10161943319838057,-0.09728840481052871,-0.12082048522726488,0.08618267551092706,-0.03447175231407598,-0.10047324040612633,0.05424726661059714,-0.07646732453533071,-0.023559292345419505
2019-12,0.20088836210264366,-0.15004048582995952,-0.07958928976628092,-0.14503356028779757,0.0949963963303649,-0.03862112990743698,-0.12127860953364311,0.04415475189234651,-0.04658582015614472,0.312226309336136
2019-13,0.048125756456694146,-0.19214574898785425,-0.11056274109371456,-0.15579492698136765,0.35154713477724436,-0.03862112990743698,-0.13000344174840822,-0.028174936921783012,-0.035766654777473934,-0.021457348046943412
2019-14,0.0015552970764837178,-0.17951417004048584,-0.15923530746539596,-0.15444975614467138,0.7331574253918228,-0.04691988509415897,-0.1548356565135089,0.0407905803195963,0.07448579241469505,-0.009371168330705892
2019-15,-0.007298839645185919,-0.21951417004048585,-0.20790787383707737,-0.16252078116484894,0.35869339490111285,-0.03170550058516865,-0.1729564618826364,-0.24600504625735914,-0.10222724210359449,0.07838500613067088
